source,dialect,word,kanji,gloss_ja,gloss_en,section
Wikipedia,しまくとぅば正書法,ア,,イ || ウ || エ || オ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,カ,,キ || ク || ケ || コ || || || || キャ || キュ || キョ || クヮ || クィ || クェ,,国頭語
Wikipedia,しまくとぅば正書法,カ゚,,キ゚ || ク゚ || ケ゚ || コ゚ || || || || キ゚ャ || キ゚ュ || キ゚ョ || ク゚ヮ || ||,,与那国語
Wikipedia,しまくとぅば正書法,ガ,,ギ || グ || ゲ || ゴ || || || || ギャ || ギュ || ギョ || グヮ || グィ || グェ,,国頭語
Wikipedia,しまくとぅば正書法,サ,,スィ || ス || セ || ソ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,サ゚,,スィ゚ || ス゚ || セ゚ || ソ゚ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ザ,,ズィ || ズ || ゼ || ゾ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,シ゚ャ,,シ゚ || シ゚ュ || || シ゚ョ || || || || || || || || ||,,宮古語
Wikipedia,しまくとぅば正書法,シャ,,シ || シュ || シェ || ショ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ジャ,,ジ || ジュ || ジェ || ジョ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,タ,,ティ || トゥ || テ || ト || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ダ,,ディ || ドゥ || デ || ド || || || || デャ || デュ || デョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,チャ,,チ || チュ || チェ || チョ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ツァ,,ツィ || ツ || ツェ || ツォ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ナ,,ニ || ヌ || ネ || ノ || || || || ニャ || ニュ || ニョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ニャ,,|| ニュ || ニェ || ニョ || || || || || || || || ||,,沖縄語
Wikipedia,しまくとぅば正書法,ハ,,|| フゥ || ヘ || ホ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,バ,,ビ || ブ || ベ || ボ || || || || ビャ || ビュ || ビョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,パ,,ピ || プ || ペ || ポ || || || || ピャ || ピュ || ピョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ヒャ,,ヒ || ヒュ || || ヒョ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ファ,,フィ || フ || フェ || フォ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,マ,,ミ || ム || メ || モ || || || || ミャ || ミュ || ミョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ヤ,,|| ユ || イェ || ヨ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ラ,,リ || ル || レ || ロ || || || || リャ || リュ || リョ || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ワ,,ウィ || || ウェ || ウォ || || || || || || || || ||,,国頭語
Wikipedia,しまくとぅば正書法,ヴァ,,ヴィ || ヴゥ || ヴェ || ヴォ || || || || ヴャ || ヴュ || || || ||,,宮古語
Wikipedia,やらまいか,やらまいか,,静岡県浜松市に所在するスズキは、『やらまいか』と題する広報誌を発行している,,派生
Wikipedia,やらまいか,やらまいか創造工学センター,,静岡県袋井市に所在する静岡理工科大学は、「やらまいか創造工学センター」と称する付属施設を設置している,,派生
Wikipedia,やらまいか,やら舞歌,,第一勧業銀行浜松支店の支店長を務めていた作曲家の小椋佳は、のちに『やら舞歌』と題した楽曲の作詞、作曲を手掛けた,,派生
Wikipedia,ウチナーヤマトグチの語彙一覧,〜いみそーれ,,〜しなさい,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜が？,,疑問形の語尾。「ぬーやが？」は「何？/何ですか？」,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜さー？/〜さーねー？,,〜じゃない？,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜しようね/〜しましょうね,,〜しますね。話し手に今まさにその行為を行なう意志がある、の意。「そろそろ帰りましょうね」は「そろそろ（私は）帰りますね」の意。同意を求めたり、勧誘しているわけではない,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜だはず,,〜だと思う。〜じゃないかな。〜かも知れない,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜だわけさー,,〜なんだよ,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜やし？,,〜でしょ？/〜じゃん。「いいでしょ？」は「いいやし」,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜（さ）りんどぉー,,〜するぞ,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜（だ）ばー,,〜（という）わけ。元来「ばー」は「わけ、理由」の意の名詞であるが、では特に意味のない強調語尾として用いられることが多く、内地における「〜だべ」「〜じゃん」「〜ねん」「〜とっと」などに近い,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜（だ）ばーよ,,〜（という）わけよ。「〜だわけさー」とは違い、かなり強気な言い方,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,〜（やっ）さ（ー）,,（強い断定）〜じゃん。〜だ。「あの子、とっても美人じゃん」→「あの子、でーじちゅらかーぎーやっさ」,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,あいっ,,あっ。しまった,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,あが！/あっが！/あがひゃ！,,痛い！痛っ！,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,あんしぇーや,,じゃあな。それでは。別れのあいさつとしてよく使われる,,その他
Wikipedia,ウチナーヤマトグチの語彙一覧,あんなに,,そんなに。指示代名詞の使い方はかなり曖昧で「あんなに痛かったの？」などという表現が使われる,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,うり,,（近くのものを指して）ほら,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,えぇ！,,おい！こらっ！,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,さんぴん茶,,ジャスミン茶。中国語の「香片茶」より。沖縄で良く飲まれている飲料,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,じゅんに？,,本当に？,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,だぁ,,（それ）ちょうだい。どれどれ。相手が指しているもの・持っているものを見てみたいときに使う,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,だある,,そうだ。そうだね。「である」の訛り,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,だあるわけさ,,「そういうことなんですよ」。上記２つの言葉と同様に、この台詞が出た時点で、その件に関する非難や追及は自動的に強制終了となる,,沖縄三大無責任言葉
Wikipedia,ウチナーヤマトグチの語彙一覧,とーとー,,飲み物を注いでもらう時、「もういいよ（ストップ）」と伝えるときに使う,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,どんなに,,すごく。非常に。「どんなに〜だったか！」という感嘆文からの転用,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,なとーん,,〜になっている。（上手に）できている。間投詞として単独で用いられる場合は、「それでいい、正解」という肯定的な相づちになる,,その他
Wikipedia,ウチナーヤマトグチの語彙一覧,なんでかねー,,文字通り「どうしてだろうね」という意味だが、返答に困った時、相手から責められた時などの逃げ口上として多用される,,沖縄三大無責任言葉
Wikipedia,ウチナーヤマトグチの語彙一覧,やがて,,ほとんど。もう少しで。「やがて来るはず」は「もうすぐ来るだろう」、「やがて溺れよったさー」は「もうちょっとで溺れるところだった」の意,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,やしが,,だけどさ。でも。語尾につく場合は「〜しが？」となる,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,りっか,,（さあ）行こう。「りっかりっか」と重ねて使われることが多い,,その他
Wikipedia,ウチナーヤマトグチの語彙一覧,んじ？,,そうなの？/どうなの？,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アイスワーラー,,冷水、氷水のこと,,ウチナー英語
Wikipedia,ウチナーヤマトグチの語彙一覧,アイヤー/アイエナー,,えーっ。うわーっ。同じく驚きの間投詞。中国語との共通性が示唆される,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アキサミヨー/ハッサミヨー,,ありゃ。なんてこった。「アキチャビヨー」などと訛る事もある,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アシバー,,遊び人。不良。ヤクザ。ごろつき。暴力団。「遊び」という意味の「アシビ」+「アー」(接尾辞),,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,アジクーター,,味が濃い、ダシがよくきいている,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アチコーコー,,熱々の状態。主に飲食物について用いられる表現,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アニサー/アニヒャー,,あいつ。複数形は「アッター」（あいつら）,,人称代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,アバサー,,フグの一種のハリセンボン。陸に上げると盛んに口をパクパクさせることから、「喚（アビ）シャー」（叫びわめく者）という意味でそう呼ばれるようになったとされる。またこの魚に外観の似た丸っこいニガウリのことを「アバシゴーヤー」と呼ぶ,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,アミリカー,,アメリカ人。米軍人。「アミリカ」+「アー」(接尾辞),,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,イキガ,,男。交際している彼氏,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,イザリ,,干潮時にサンゴ礁内を歩いて魚介類を獲ること。語源は「漁（いさり）」。イジャリ、ンジャイとも。いわゆる潮干狩りだが、貝類だけではなく魚、エビ、タコなども対象となる,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,イチャンダ,,無料の。「わざわざ」「いちいち」などの意味もある,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,イッペー,,いっぱい。たくさん。人が多くて混んでいることを「いっぱいしてる」という表現も用いられる。駐車場が混んでいる、満車になっている状態の事は「車がいっぱいしてる」と言う,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,イナグ,,女。「おなご」より。交際している彼女,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,イラブー,,エラブウミヘビ。主に燻製に加工したものを薬膳料理とする,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,イリチー,,「イリチュン（炒る）」という動詞の名詞形。だし汁などを加えた炒め煮を指すことが多い。クーブイリチーなど,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,イン,,犬。大抵は「インぐゎー」と呼ばれる,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,イーチョーバー,,フェンネル。「茴香葉」（ウイキョウバ）に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ゥワー,,豚。声門閉鎖音のため発音表記は難しい,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ウサチ,,お浸しの訛り。和え物,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ウタキ,,御嶽。沖縄県で崇拝の対象とされる琉球神道の聖地,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,ウチナータイム,,沖縄時間。県外とは異なる独特の時間感覚。または、沖縄において集会・行事などが予定時刻より遅れて始まること,,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ウッチン,,ウコン。「鬱金（うこん）」の沖縄読み,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ウットゥ,,年下。後輩,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,ウミアッチャー,,漁師。語源は「海を歩く人（漁をする人）」,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ウミンチュ,,地場の漁民のこと。特に糸満漁民ほかなど,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ウメーシ,,箸のこと。国頭語で箸を「メーシ」と言い、「御メーシ」が語源,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ウリヒャー,,そりゃ。ほーら。相手に物を渡すときの掛け声。予想通り（あるいは予想外）のことが起こった場合の感嘆詞,,間投詞・指示代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ウルマ,,「ウル」は珊瑚を意味する古語で、珊瑚の島として沖縄を表現した雅称とされるが、昭和初期に考案された民間語源である。語源自体は朝鮮語の鬱陵島（ウルルンド）に由来する,,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ウンチェバー,,空芯菜。「雲菜葉（ウンサイバ）」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ウートートゥ,,お祈り。祈りを捧げるときの言葉。「おお尊い」の意,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,ウーマクー,,やんちゃ（な）,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,オウチ,,住居。改まった言い方は「住宅」あるいは「屋敷」で、県外で一般的な「家（いえ）」という表現はあまり用いられない,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,オールー,,痣（あざ）,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,カジ,,風,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,カジャー,,（嫌な）におい。「カバー」とも。「〇カジャーする」→「〇の臭いがする」,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,カタブイ,,通り雨。片方の場所では雨が降っているのにもう片方の場所では晴れているという「片降り（偏降り）」に由来。日が照っているのに雨が降る「天気雨」はティーダアミ（太陽雨）という,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,カチャーシー,,「かきまわし」の意。沖縄民謡などに合わせて揚げた手を振って踊る独特の踊り,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,カチュー,,鰹。「かつお」の訛り,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,カンダバー,,（食用の）芋の葉。「葛羅葉（カヅラバ）」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,カンパチ,,頭の傷が治って禿げた部分。いわゆる10円ハゲのこと,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ガジャン,,蚊,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ガチマヤー,,たくさん食べる人。食いしん坊,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ガンジュー,,健康な。丈夫な。頑丈な。「頑丈」の訛り。「ガンジューねぇ？」は「お元気ですか？」,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ガンチョー,,眼鏡の音読の「がんきょう」に由来。訓読の「めかがみ」に由来する「ミーカガン」という言葉もある,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ガーブラチ,,（口などを）大きく開くこと。「口（くち）ンガーブラチ」。強調の「ガー」+「洞空き（ほらあき）」から,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,キリュウミン,,本籍地以外の土地に居住している者。戦前の法律用語である「寄留」に由来。伝統的なシマ社会においては、島ナイチャーはもちろんのこと、隣の「シマ」から引っ越してきたものでさえ寄留民と呼ばれ、旧来の住民とは明確に区別される,,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,クニサー/クニヒャー,,こいつ。各小中学校で言い方が多少変わる。複数形は「クッター/ウッター」（こいつら）,,人称代名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,クリン,,どんどん,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,クンチ,,「根気」の沖縄読み。標準語の「元気」や「根性」という意味で用いられる,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,グテー,,体格。手足。語源は「五体」。転じて筋肉質でがっちりしていることを指す,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,グヮーシー,,〜っぽい。〜まがいの。〜かぶれな。「〜がわしい」の訛り。フージーと同じような意味だが、「表っ面だけを真似た」というような否定的なニュアンスが強い,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,グワァー,,標準語の「〜ちゃん」に近いニュアンス。漢字では「小」と書く。親しみを表す接尾語で、動物や非生物に対しても用いられる,,語尾・接尾詞
Wikipedia,ウチナーヤマトグチの語彙一覧,コーレーグス,,唐辛子。または島唐辛子を泡盛に漬けて作った辛味調味料のこと,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ゴーヤー,,ニガウリ。レイシ,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,シシ,,肉。古代日本語「しし」より。なお、脂身のことはアンダジシ、赤身肉のことは真肉（マッシシ、マシサー）と呼ぶ,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,シタ,,強（したた）かに由来。とても,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,シニ/シャニ,,とても。非常に,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,シニカン,,「シニ」と同義。おもに本島北部で使われる,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,シブイ,,冬瓜。「白瓜（シルーリ）」が訛ったもの,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,シマンチュ,,主に沖縄本島以外の離島において用いられ、島民および島出身者を意味する。また近年は沖縄県民全体を指して用いる場合もある,,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,シージャ,,年上。先輩。年長者優位の沖縄の風潮を表す言葉である,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,シーブン,,おまけ。無料サービス。語源は「添え分」,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ジョーグー,,上戸（じょうご）の訛りで、○○が好きであること、あるいは人。「そばジョーグー」は「沖縄そばが大好きな人」,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ジリー,,同い年。タメ,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,ジン,,お金。「銭」の訛り。不良少年が金品をせびること（いわゆるカツアゲ）は「ジンカメ」という,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ジンブナー,,利口な人。頭の良い人,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ジンブン,,知恵。頭脳。頭がいいこと。「人文」、「存分」など語源にはさまざまな説がある。知識や学問ではなく聡明さや利発を意味することから、「銭分」（金勘定、損得計算）という言葉に由来するという説もある,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ジーマミー,,落花生。「地豆」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,スヌイ,,モズク。「酢海苔」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,スラブヤー,,コンクリートブロックを積み上げてスラブを載せた、沖縄では一般的な工法による住宅。瓦屋根の建物のことはカワラヤーと呼ぶ,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,スルルー,,キビナゴ,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,スンシー,,メンマ。中国語の「筍絲」に由来。主に柔らかい穂先部分がイリチーにされる,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,スーコー,,法事、葬儀。「焼香」に由来,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,スーチキ,,「塩漬け」の訛りで、主に豚肉を生のまま塩に漬けた保存食を指す。スーチカーとも,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,スーネー,,白和えの訛り,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,セイザ,,着席あるいは座位の状態で姿勢を正すこと。漢字でも正座と表記するが、足を畳んで座ることは意味しない,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,タシヤー,,「タシユン（炒める）」という動詞の名詞形。ソーミンタシヤー、タシヤーウブン（炒めご飯）など,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,タッチュー,,尖ったもの、あるいは尖っていること。塔頭に由来。伊江島にある城山（グスクヤマ）の代名詞でもある,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,タマナー,,キャベツ。「玉菜」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,チケー,,近いうち。もうすぐ,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,チデークニ,,ニンジン。「黄大根」の訛り。なお、沖縄で伝統的に栽培されるにんじんには黄色い品種が多い,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,チブル,,頭。「つむじ」と同じ語源で、中世日本語の「つむり」の転訛,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チム,,肝（きも）。心臓。どきどきする表現として「チムダクダク」がある。「チムドンドン」は、わくわくと胸がときめくような心情を意味し、「チムワサワサ」は不安や胸騒ぎのする状態を表す,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チムグクル,,真心（まごころ）,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チャンプルー,,沖縄風の炒めもの。豆腐の入った野菜炒めを指すことが多いが、素麺や麩など例外的な用法もある。沖縄は、様々な国や地域の影響を受けてきたため、チャンプルー文化と言われることもある,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,チュファーラ,,満腹。おなかいっぱい。中国語の「吃飽了」に由来,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,チュラカーギー,,美しい顔立ち。美人。語源は「清ら影」,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チュラサン,,美しい。「清ら＋さん」,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,チューバー,,強者。勇者。弱虫はヨーバー,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チラ,,面（つら）。顔。沖縄人独特の「濃い」顔だちのことはウチナージラ（沖縄顔）という,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チリ,,ごみ。種類や大きさに関係なく、廃棄物全般を指す言葉として用いられる,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,チルダイ,,脱力。倦怠。失望。がっかりする。用例「ちるだいする」。日本語の「気だるい」が語源,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ツーリスト,,旅行会社のこと。県内旅行業者の多くが社名として名乗るために定着した。なお後述する「ウチナー英語」（英語由来）ではない,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,テビチ,,豚足。本来の意味は煮込み料理を意味する「手引き」という語に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,テーゲー,,適当。アバウト。いい加減。発音は「大概」の琉球語読み。沖縄県民の気風を語る上で欠かせない言葉である,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,デークニ,,ダイコン。「大根」の訛り,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,デージ,,とても。大変。「大事」に由来。「大変なことになっている」は「デージナトン」,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,トゥジ,,妻。日本古語の刀自に由来,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,トロー,,とろい人。ぼけた人。低能。トットローとも言う,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,トートーメー,,位牌。「尊御前（尊い御前（おんまえ））」が変化したもので、祖先崇拝の象徴とされる,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,ドゥー,,自分。ドゥーカッティは自分勝手、ドゥーチュイムニイは独り言という意味,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ナークー,,宮古人,,地域、住民、固有名詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ナーベーラー,,ヘチマ。「鍋洗い」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ニリー,,面倒くさい,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ニーニー・ネーネー,,お兄さん・お姉さん,,家族、人間関係
Wikipedia,ウチナーヤマトグチの語彙一覧,ニービチ,,結婚。語源は、他の家（他所のシマ）から女を連れてくるという意味の「根引き」,,生活、生業
Wikipedia,ウチナーヤマトグチの語彙一覧,ニーブイ,,眠い。ニーブイカーブイと韻を踏むこともある,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ニーブヤー,,「眠い（にぶい）」+「アー」。反応の遅い人。ぼうっとしている人。いつも眠たそうにしている人。うすのろ。のろま,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヌシ,,主人、所有者の意。主,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヌチグスイ,,命薬。とても美味しかった、めったに食べられないご馳走を頂いたという感謝、感動を伝える言葉。上述のクスイムンと混同されることがあるが、あくまでも精神的、感情的な表現であり、身体に良いという意味合いではない,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,ハゴー,,汚い,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ハジカサー,,恥じらい。「ハジカサーする」は、恥ずかしそうにする,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ハルサー,,農民。語源は「原（はる、畑）の人」,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ハンダマ,,水前寺菜。「春玉（ハルタマ）」に由来,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,バター,,（米国製の）マーガリンのこと。沖縄県の（飲食店で）バター焼きには昔からマーガリンを使う風習であり、本来のバターは殆ど使われない,,県外と意味が異なる用語
Wikipedia,ウチナーヤマトグチの語彙一覧,バンシルー,,グアバ。日本語の「蕃石榴（バンジロウ）」の訛り,,食べ物関連
Wikipedia,ウチナーヤマトグチの語彙一覧,バンナイ/ビンナイ,,たくさん,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒザマズキ,,正座。両足を揃えて畳んだ座り方。「跪（ひざまづ）く」に由来する「ヒザマンチュ」という方言を標準語に再翻訳したもの。膝をついて腰を浮かした姿勢のことではない,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒジュルー,,冷酷な人。自分勝手な人。人でなし。「冷たい」を意味する「ヒジュル」に由来,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒッチー,,頻繁に,,副詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒンガー,,不潔な人。「垢」を意味する「ヒング」+「アー」。「しばらく入浴していないような不潔な風貌の人」という意味合いで使われる,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒング,,垢。汚れ,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒンスー,,貧乏人、貧乏なこと,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒージャー,,山羊。鬚（ヒジ）＋アーで「鬚のあるもの」という意味,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,ヒーラー,,ゴキブリ。漢名の「蜚蠊（ひれん）」から。トービーラー（唐ヒーラー）とも言う,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,フィーサン,,寒い。「冷え＋さん」から。「暑い」はアチサン,,形容詞
Wikipedia,ウチナーヤマトグチの語彙一覧,フユー,,怠惰。無精。ものぐさ。のんびりだらだらすること。怠け者はフユーナーあるいはフユーサー,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,フラー,,愚か者。馬鹿。英語のfoolとは関係なく、惚れる（：気が迷う）という言葉から。フリムン（惚れ者）とも言う,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,フージー,,〜のような（もの）。「風情」の訛りで、「イキガフージー（男風情）」なら「男勝りの女性」、「ヤマトゥフージー（大和風情）」だと「本土風の（垢抜けた）沖縄人」というような意味になる,,一般
Wikipedia,ウチナーヤマトグチの語彙一覧,フーチバー,,ニシヨモギ。ヨモギを意味する古代日本語「フツ（の葉）」が語源,,食べ物関連
